text,label,num_words,text_processed
Which Candidate Is More Tech-Friendly?. Partisan panel debates presidential candidates' stand on technology issues.,Sci_Tech,14,candidate tech friendly partisan panel debate presidential candidate stand technology issue
Progress in Jakarta blast probe. Police investigating last week's car bombing in Jakarta find the chassis number of the vehicle used.,World,21,progress jakarta blast probe police investigate week car bombing jakarta find chassis number vehicle
"Israel has duty to protect citizens. Tom Friedman, in his column quot;Jews, Israel and America, quot; offers an unrealistic solution that is at odds with recent history and the current geopolitical environment: quot;... One thing that Israel",World,37,israel duty protect citizen tom friedman column jews israel america offer unrealistic solution odd recent history current geopolitical environment thing israel
"Cricket: England players' dismay. England's players claim to have been used as ""political pawns"" over the Zimbabwe tour crisis.",World,19,cricket england player dismay england player claim political pawn zimbabwe tour crisis
The fate of Ken Bigley and the struggle against the occupation of &lt;b&gt;...&lt;/b&gt;. The fate of British hostage Kenneth Bigley has come to encapsulate the unbridgeable division between the political establishment and the democratic hopes and concerns of working people.,World,40,fate ken bigley struggle occupation fate british hostage kenneth bigley come encapsulate unbridgeable division political establishment democratic hope concern work people
"Multicar Teams Could Gang Up on Others (AP). AP - The race for the Nextel Cup championship is down to the wire and the points leader is running away from the field. Suddenly, a slower car gets in his way, holding him up until the other contenders catch up. It just so happens, the slower car is a teammate of one of the contenders. Impossible? Think again.",Sports,67,multicar team gang race nextel cup championship wire point leader run away field suddenly slow car get way hold contender catch happen slow car teammate contender impossible think
"FARINELLA: McGinest saves win. Two years in a row, the Patriots #39; veteran outside linebacker has made the biggest play at exactly the right moment to maintain the separation between the Colts and true greatness.",Sports,35,farinella mcgin save win year row patriot veteran outside linebacker big play exactly right moment maintain separation colt true greatness
McKenzie over-takes Hughes in Melbourne. Australian David McKenzie upstaged some illustrious rivals with an eight-under-par 64 to lead going into the final round of the Australian Masters in Melbourne.,Sports,29,mckenzie take hughe melbourne australian david mckenzie upstage illustrious rival par lead go final round australian master melbourne
"Some Retailers Offering Online Rebates (AP). AP - The rebate check is no longer a reward reserved for penny-pinchers with an abundance of paperwork skills and patience. Paperless, online rebates are finally gaining momentum in retail, an industry that has long offered customers electronic options for virtually every other type of transaction, from simple purchases to coupons.",Sci_Tech,57,retailer offer online rebate rebate check long reward reserve penny pincher abundance paperwork skill patience paperless online rebate finally gain momentum retail industry long offer customer electronic option virtually type transaction simple purchase coupon
Mickelson Says Equipment Change Won #39;t Hurt Him. Phil Mickelson reiterated Wednesday that his performance at the Ryder Cup would not suffer because of his recent switch to using some Callaway golf equipment.,Sports,33,mickelson say equipment change win hurt phil mickelson reiterate wednesday performance ryder cup suffer recent switch callaway golf equipment
"Microsoft Challenges Rivals With New Online Music Service. Microsoft started selling music tracks on its MSN online service, taking on Apple Computer and a host of others in the fast-growing market for digital music.",Sci_Tech,34,microsoft challenge rival new online music service microsoft start sell music track msn online service take apple computer host fast grow market digital music
"Italian Tower Ready for Space Station. ROME - A watchtower built for the International Space Station (news - web sites) was turned over to the European Space Agency on Monday, the Italian aerospace company Alenia said.",Sci_Tech,36,italian tower ready space station rome watchtower build international space station news web site turn european space agency monday italian aerospace company alenia say
"Cokes latest idea falls flat. LAUNCHED in a fizz last summer C2, Coca-Colas low-carb, low-calorie beverage, was supposed to usher in a new era of soft drinks and hard profits at the Atlanta-based soft-drinks giant.",Business,35,coke late idea fall flat launch fizz summer c coca colas low carb low calorie beverage suppose usher new era soft drink hard profit atlanta base soft drink giant
"FDA to Review Post-Market Safety Checks. The US Food and Drug Administration on Friday asked an outside group to review the way it monitors safety risks associated with medicines already on the market, such as Merck amp; Co.",Business,38,fda review post market safety check food drug administration friday ask outside group review way monitor safety risk associate medicine market merck amp co
Briefly: Cisco reports access control server flaws. roundup Plus: Toshiba tinkers with Wi-Fi for TV...Music promoter offers concert downloads...WS-I tackles Web services attachments.,Sci_Tech,23,briefly cisco report access control server flaw roundup plus toshiba tinker wi fi tv music promoter offer concert download ws tackle web service attachment
Defender Terry Scores Again to Ease Chelsea #39;s Attacking Woes. John Terry made up for Chelsea #39;s attacking deficiencies by scoring in a third straight Champions League match and helping shut out CSKA Moscow in a 2-0 win.,Sports,38,defender terry score ease chelsea attack woe john terry chelsea attack deficiency score straight champions league match helping shut cska moscow win
"Wenger confident that Arsenal can emerge from crisis. ARSNE WENGER admitted yesterday that Arsenals run of disappointing results amounts to a crisis, although he played down the extent of the dilemma as much as he could.",Sports,36,wenger confident arsenal emerge crisis arsne wenger admit yesterday arsenal run disappointing result amount crisis play extent dilemma
Dollar Slumps After Weak U.S. Data. NEW YORK (Reuters) - The dollar sagged on Tuesday as softer U.S. data on Tuesday re-ignited worries that the world's largest economy has yet to recover from its recent soft patch.,Business,37,dollar slump weak data new york dollar sag tuesday soft data tuesday ignite worry world large economy recover recent soft patch
"Citigroup division ordered to pay fine, restitution for high-risk &lt;b&gt;...&lt;/b&gt;. Securities regulators have ordered a division of Citigroup Inc. to pay $478,000 in a fine and restitution for allegedly recommending high-risk commodity futures funds to people who shouldn",Business,38,citigroup division order pay fine restitution high risk security regulator order division citigroup inc pay fine restitution allegedly recommend high risk commodity future fund people shouldn
"Grenade Kills Two at Colombo Bollywood Concert. COLOMBO (Reuters) - Two people were killed and 11 wounded when a hand grenade was lobbed into the VIP section of the audience at a concert led by Indian film superstar Shah Rukh Khan and two other actors, police said.",World,47,grenade kill colombo bollywood concert colombo people kill wound hand grenade lob vip section audience concert lead indian film superstar shah rukh khan actor police say
"The Post-Merger Pervasive (TechWeb). TechWeb - With more native drivers than ever, Pervasive Software's data integration suite packs a punch.",Sci_Tech,20,post merger pervasive techweb techweb native driver pervasive software datum integration suite pack punch
"Oracle pushes on BI. DECEMBER 07, 2004 (COMPUTERWORLD) - SAN FRANCISCO -- Oracle Corp. has unveiled Business Intelligence 10g, a stand-alone product that executives said will provide query, reporting and analysis, dashboards, data integration and BI application development.",Sci_Tech,38,oracle push bi december computerworld san francisco oracle corp unveil business intelligence g stand product executive say provide query reporting analysis dashboard datum integration bi application development
"Taipei battles ant infestation. The red fire ant, vicious and sometimes fatal, has infested the Taiwanese capital Taipei.",World,18,taipei battle ant infestation red fire ant vicious fatal infest taiwanese capital taipei
"Mystics Make Surprising Run to Playoffs (AP). AP - Throughout the WNBA, the question this week has been: How on earth did the Washington Mystics make the playoffs without Chamique Holdsclaw?",Sports,31,mystic surprising run playoff wnba question week earth washington mystic playoff chamique holdsclaw
Crunch time on poverty. The annual meetings of the World Bank and the International Monetary Fund (IMF) in Washington later this week should be anything but routine.,Business,27,crunch time poverty annual meeting world bank international monetary fund imf washington later week routine
Bahamas put on hurricane warning. The Bahamas and Florida are readying themselves for the latest savage hurricane to hit the region.,World,21,bahama hurricane warn bahama florida ready late savage hurricane hit region
Earthquake Weighs Heavily on Tokyo Stocks (AP). AP - Tokyo stocks ended sharply lower Monday due to economic uncertainties following powerful earthquakes that hit northern Japan over the weekend. The dollar was lower against the Japanese yen.,World,37,earthquake weigh heavily tokyo stock tokyo stock end sharply low monday economic uncertainty follow powerful earthquake hit northern japan weekend dollar low japanese yen
"2,500-Year-Old Hidden Tomb Found in Egypt (AP). AP - Egypt's antiquities chief on Thursday revealed a 2,500-year-old hidden tomb under the shadow of one of Giza's three giant pyramids, containing 400 pinkie-finger-sized statues and six coffin-sized niches carved into granite rock.",Sci_Tech,41,year old hide tomb find egypt egypt antiquity chief thursday reveal year old hide tomb shadow giza giant pyramid contain pinkie finger size statue coffin size niche carve granite rock
"Congress Speeds Up 9/11 Legislation Vote. WASHINGTON - Racing the clock, Senate leaders are applying finishing touches to bipartisan legislation addressing the Sept. 11 commission's recommendations just as House GOP leaders prepare to debate their version, which Democrats call partisan and weak...",World,42,congress speed legislation vote washington race clock senate leader apply finish touch bipartisan legislation address sept commission recommendation house gop leader prepare debate version democrats partisan weak
"McGahee Helps Bills Beat Broncos 16-6 (AP). AP - This is what everyone was waiting for from Willis McGahee. After 19 months of recuperation and countless questions about the strength of his left knee, the Buffalo Bills running back finally provided some answers. McGahee had the go-ahead score on a 1-yard run in his NFL preseason debut, helping the Bills to a 16-6 win over the Denver Broncos on Sunday.",Sports,70,mcgahee help bill beat broncos wait willis mcgahee month recuperation countless question strength left knee buffalo bill run finally provide answer mcgahee ahead score yard run nfl preseason debut help bill win denver broncos sunday
"Stocks Seen Weaker: Oil, Dollar Weigh. NEW YORK (Reuters) - U.S. stock futures pointed to a weaker open on Monday as oil prices clawed back toward $50 a barrel, and investors concerns about a weak dollar grew after a meeting of rich and developing nations said nothing to arrest its fall.",Business,51,stock see weak oil dollar weigh new york stock future point weaker open monday oil price claw barrel investor concern weak dollar grow meeting rich develop nation say arrest fall
"US hostage wife pleads for mercy. BBC, London, September 19: The wife of an American taken hostage with two others in Baghdad has appealed on television for their release.",World,29,hostage wife plead mercy bbc london september wife american take hostage baghdad appeal television release
"Car Theft Without Penalty of Prison in #39;GTA: San Andreas #39;. quot;Grand Theft Auto: San Andreas quot; takes gamers back to the days of gangster rap, low-riders and quot;messing quot; with the police.",Sci_Tech,33,car theft penalty prison gta san andreas grand theft auto san andreas take gamer day gangster rap low rider mess police
"Girl survives rabies without jab. A teenage girl has become the first known person to survive rabies without the benefit of a vaccination, say doctors.",World,25,girl survive rabie jab teenage girl know person survive rabie benefit vaccination doctor
"Apple snaps at Vaio Pocket with iPod Photo. Apple today peeled the wraps off its latest iPod, promising that the iPod Photo will allow customers to take their entire music and photo library with them wherever they go.",Sci_Tech,38,apple snap vaio pocket ipod photo apple today peel wrap late ipod promising ipod photo allow customer entire music photo library
"Russian Troops Fled from Siege School Claim Locals. Russian soldiers fled as shooting broke out in the violence that ended the school siege and unprepared special forces were forced to borrow bullets from armed locals ,it was claimed today.",World,39,russian troop flee siege school claim local russian soldier flee shooting break violence end school siege unprepared special force force borrow bullet armed local claim today
Judge Declines to Dismiss Pollution Suit (AP). AP - A federal judge on Monday refused to dismiss a lawsuit accusing a Canadian mining company of polluting the Columbia River with heavy metals for decades.,Sci_Tech,34,judge decline dismiss pollution suit federal judge monday refuse dismiss lawsuit accuse canadian mining company pollute columbia river heavy metal decade
"Qantas points to upbeat outlook. Barring negative impacts on the aviation industry, such as global terrorism, Australia #39;s flagship carrier had an upbeat future, Qantas #39; chief executive Geoff Dixon said.",Business,31,qanta point upbeat outlook bar negative impact aviation industry global terrorism australia flagship carrier upbeat future qanta chief executive geoff dixon say
"Electronic Passports Might Not Measure Up (AP). AP - The United States hasn't issued any microchip-equipped passports yet, but as the Department of State tests different prototypes, the international standards for the passports are under fire from privacy advocates who worry the technology won't protect travelers from identity thieves.",Sci_Tech,49,electronic passport measure united states hasn issue microchip equip passport department state test different prototype international standard passport fire privacy advocate worry technology win protect traveler identity thief
"No Fears: Laptop D.J.'s Have a Feast. Plenty of music available online is not just free but also easily available, legal and most important worth hearing.",Sci_Tech,26,fear laptop d j feast plenty music available online free easily available legal important worth hear
"Colts carry hot streak into Detroit. The Indianapolis Colts have been on the fast track since October gave way to November. Thursday in Detroit #39;s Ford Field, they #39;ll share the traditional Thanksgiving Day",Sports,34,colt carry hot streak detroit indianapolis colt fast track october give way november thursday detroit ford field ll share traditional thanksgiving day
"10.45am Market Update. European stock markets mostly rose in early dealing this morning, buoyed by a strong overnight rally by Wall Street. US stocks rebounded, winning support from a sharp drop in crude oil prices and positive broker comments regarding the technology sector.",Business,43,market update european stock market rise early deal morning buoy strong overnight rally wall street stock rebound win support sharp drop crude oil price positive broker comment technology sector
"Qualifying: Barrichello maintains the momentum. Ferraris Brazilian driver delighted his supporters with a pole position at his home race. At Renault, things seem low-key but the team is optimistic.",Sports,29,qualify barrichello maintain momentum ferraris brazilian driver delight supporter pole position home race renault thing low key team optimistic
"Games go eons back in time today. ATHENS, Greece The slogan for these Olympics is, quot;Welcome Home. quot; But the Games really go home today, when the men #39;s and women #39;s shot put are held in the excavated stadium of ancient Olympia, which started all this madness in 776 BC ...",Sports,52,game eon time today athens greece slogan olympic welcome home game home today man woman shot hold excavated stadium ancient olympia start madness bc
"Italian government's public offer of ENEL shares to run October 18-22 (AFP). AFP - The Italian government's public offer of shares in electricity company ENEL will run from October 18-22, the economy and finance ministry said.",Business,36,italian government public offer enel share run october italian government public offer share electricity company enel run october economy finance ministry say
"DAVENPORT HANDED FINAL PLACE. Lindsay Davenport will face Vera Zvonareva in the final of the Cincinnati Open, after Marion Bartoli was forced to withdraw with a hand injury.",Sports,28,davenport hand final place lindsay davenport face vera zvonareva final cincinnati open marion bartoli force withdraw hand injury
"Melting Glaciers Threaten World Water Supply (Reuters). Reuters - Mountain glaciers, which act as the world's water towers, are shrinking at ever faster rates, threatening the livelihoods of millions of people and the future of countless species, a scientist said Thursday.",Sci_Tech,41,melt glacier threaten world water supply mountain glacier act world water tower shrink fast rate threaten livelihood million people future countless specie scientist say thursday
"Sun Microsystems Sets Sights on Low-End Market. By MATTHEW FORDAHL SAN JOSE, Calif. (AP) -- After years of battling Microsoft Corp...",Sci_Tech,21,sun microsystem set sight low end market matthew fordahl san jose calif year battle microsoft corp
"Iran: U.N. Uranium Program Ban 'Illegal' (AP). AP - Iran on Sunday denounced as ""illegal"" demands from the U.N. atomic watchdog agency that it freeze all work on uranium enrichment #151; a technology that can be used for nuclear weapons #151; and threatened to limit cooperation with the agency if it moves toward sanctions.",World,54,iran n uranium program ban illegal iran sunday denounce illegal demand n atomic watchdog agency freeze work uranium enrichment technology nuclear weapon threaten limit cooperation agency move sanction
Australia defends law against terrorism. JAKARTA: Australia defended a controversial maritime anti-terror plan on Friday after harsh words from neighbouring Indonesia that it breached international law and Jakartas sovereignty over its own waters.,World,33,australia defend law terrorism jakarta australia defend controversial maritime anti terror plan friday harsh word neighbour indonesia breach international law jakarta sovereignty water
Little change seen in Dec. 14 statement. WASHINGTON (CBS.MW) - Every Federal Open Market Committee meeting contains a flavor of mystery as officials gather behind closed doors to hold crucial discussions about the economic forecast and to make decisions on interest rates.,Business,42,little change see dec statement washington cbs mw federal open market committee meeting contain flavor mystery official gather closed door hold crucial discussion economic forecast decision interest rate
"Oil Higher as Ivan Hits U.S. Shores. LONDON (Reuters) - World oil prices rose on Thursday as Hurricane Ivan reached the U.S. Gulf Coast, shutting more than 1 million barrels daily of output in the Gulf of Mexico and 13 percent of U.S. refining capacity.",Business,45,oil high ivan hit shore london world oil price rise thursday hurricane ivan reach gulf coast shut million barrel daily output gulf mexico percent refining capacity
"Sharapova Defeats Serena in WTA Final (AP). AP - Maria Sharapova overcame an early third-set mental lapse against an injured Serena Williams to win the WTA Championships 4-6, 6-2, 6-4 Monday night in a rematch of their Wimbledon final.",Sports,39,sharapova defeat serena wta final maria sharapova overcome early set mental lapse injure serena williams win wta championship monday night rematch wimbledon final
"Giambis ecstatic to be in Yanks starting lineup. After Jason Giambi put on his gray No. 25 Yankees road jersey yesterday afternoon, he breathed a sigh of a relief. He was back in the majors.",Sports,35,giambis ecstatic yank start lineup jason giambi gray yankees road jersey yesterday afternoon breathe sigh relief major
"Toyota, Honda, Nissan Lead Asians to Peak US Share (Update4). Toyota Motor Corp. and Nissan Honda Co. led Asian automakers to a record share of the US market in October as improved quality and fuel efficiency bolstered demand for their newest car and light truck models.",Business,46,toyota honda nissan lead asians peak share update toyota motor corp nissan honda co lead asian automaker record share market october improve quality fuel efficiency bolster demand new car light truck model
Shoppers: Moneyed vs. Worried. Retail sales were generally lackluster in August. Some outfits blamed Hurricane Charlie. Others pointed the finger at gas prices or the late start to the back-to-school shopping season.,Business,32,shopper moneye vs worried retail sale generally lackluster august outfit blame hurricane charlie point finger gas price late start school shopping season
"Infineon to pay $160 million in settlement of price-fixing case. WASHINGTON Federal prosecutors have announced that they have cracked a global cartel that had illegally fixed prices of memory chips in personal computers and servers for three years, and that one of the companies involved, Infineon Technologies, had",Sci_Tech,48,infineon pay million settlement price fixing case washington federal prosecutor announce crack global cartel illegally fix price memory chip personal computer server year company involve infineon technology
UK PM to undergo heart treatment. Tony Blair is to be admitted to hospital on Friday for a procedure to correct a heart problem.,World,24,uk pm undergo heart treatment tony blair admit hospital friday procedure correct heart problem
"IBM to Buy Content Management Developer Venetica. IBM on Thursday agreed to acquire Venetica Corp., a maker of content integration software that allows enterprises to access and embed unstructured data including business documents, e-mail, digital media, still images, and Web pages.",Sci_Tech,41,ibm buy content management developer venetica ibm thursday agree acquire venetica corp maker content integration software allow enterprise access embed unstructured datum include business document e mail digital medium image web page
Finnish Watchdog Raps TV Game Operators. HELSINKI (Reuters) - Finland's consumer watchdog said on Monday it had reprimanded broadcasters for causing children to run up huge mobile phone bills with interactive television game and chat programs.,Sci_Tech,36,finnish watchdog rap tv game operator helsinki finland consumer watchdog say monday reprimand broadcaster cause child run huge mobile phone bill interactive television game chat program
"Woburn's win is all Hart. Reading fans knew Middlesex League rival Woburn had a sensational player in Boston College-bound running back Mike McLaughlin. Yesterday, the host Rockets learned Woburn also has Hart.",Sports,32,woburn win hart read fan know middlesex league rival woburn sensational player boston college bind run mike mclaughlin yesterday host rocket learn woburn hart
Nobel prize winner has ties to Geneva. A Kenyan environmental activist whose children graduated from Hobart and William Smith Colleges was awarded the Nobel Peace Prize in Norway today.,World,29,nobel prize winner tie geneva kenyan environmental activist child graduate hobart william smith college award nobel peace prize norway today
"First Look: Axim X50v Versus Tungsten T5 (PC World). PC World - Dell and PalmOne roll out their latest pure PDAs, and heap on the extras.",Sci_Tech,26,look axim x v versus tungsten pc world pc world dell palmone roll late pure pda heap extra
"Martyns 114 gives Aussies early impetus. Nagpur: Barely a few minutes after stumps were drawn on the opening day, John Buchanan and Adam Gilchrist walked up to have a first-hand look at the wicket.",Sports,34,martyns give aussie early impetus nagpur barely minute stump draw opening day john buchanan adam gilchrist walk hand look wicket
"PeopleSoft throws customers a discount and free upgrade. PeopleSoft Inc. unveiled a new incentive program on Wednesday offering customers free upgrade assistance and a credit toward new purchases, an initiative the company hopes will spark sales and encourage customers to move to its latest releases.",Sci_Tech,45,peoplesoft throw customer discount free upgrade peoplesoft inc unveil new incentive program wednesday offer customer free upgrade assistance credit new purchase initiative company hop spark sale encourage customer late release
Cards #39; Rolen just happy to be on field. Scott Rolen has been nursing a strained right calf muscle for the last month. But compared to his condition when the St. Louis Cardinals were last in the National,Sports,38,card rolen happy field scott rolen nurse strained right calf muscle month compare condition st louis cardinal national
PM denies misleading public. PRIME Minister John Howard is insisting he has not deliberately misled the Australian public over the children overboard affair.,World,23,pm deny mislead public prime minister john howard insist deliberately mislead australian public child overboard affair
"14 die as villagers battle bandits in India. BHOPAL (India): At least 14 people were killed on Friday in a fierce gunbattle between bandits and villagers in the central Indian state of Madhya Pradesh, officials here said.",World,37,die villager battle bandit india bhopal india people kill friday fierce gunbattle bandit villager central indian state madhya pradesh official say
"Asian countries pledge closer cooperation in fighting against &lt;b&gt;...&lt;/b&gt;. Senior diplomats of 17 Asian governments Friday adopted a Catalogue of Confidence Building Measures, declaring their intention to promote closer cooperation in the fight against international terrorism.",World,36,asian country pledge close cooperation fighting senior diplomat asian government friday adopt catalogue confidence building measure declare intention promote close cooperation fight international terrorism
"With Bonds Swinging for History, Cheap Seats Become Priceless. By Monday, the right-field bleachers at Miller Park were sold out in anticipation of Barry Bonds's 700th homer while many of the best field-level seats remained.",Sports,35,bond swing history cheap seat priceless monday right field bleacher miller park sell anticipation barry bonds th homer good field level seat remain
Blow for ALH as hopes of rival Coles bid recede. Shares in the pub and bottle shop owner Australian Leisure amp; Hospitality Group slipped yesterday after Coles Myer chief executive John Fletcher gave his strongest indication yet that the retailer #39;s,Business,41,blow alh hope rival cole bid recede share pub bottle shop owner australian leisure amp hospitality group slip yesterday cole myer chief executive john fletcher give strong indication retailer
Sudan vows not to return displaced to their homes without watchdog's okay (AFP). AFP - The Sudanese government pledged that it would return none of the more than one million people displaced by the civil war in Darfur to their homes without the prior approval of the International Organisation for Migration.,World,51,sudan vow return displace home watchdog okay sudanese government pledge return million people displace civil war darfur home prior approval international organisation migration
"Train derailment in Philippines kills 6. A passenger train derailed and plunged into a ravine in the northern Philippines early Friday, killing at least six people and injuring 50 others, police said.",World,32,train derailment philippine kill passenger train derail plunge ravine northern philippine early friday kill people injure police say
IBM in Voice Services Deal With Lloyds (AP). AP - International Business Machines Corp. said Monday it will provide voice and data services to British financial-services company Lloyds TSB Group PLC for seven years in a deal worth #36;971.6 million.,Sci_Tech,40,ibm voice service deal lloyds international business machines corp say monday provide voice datum service british financial service company lloyds tsb group plc seven year deal worth million
"Germany expels Jordanian allegedly linked to Zarqawi group (AFP). AFP - Germany has expelled a Jordanian suspected of links to a terrorist group run by Abu Musab al-Zarqawi, who is wanted for launching several attacks in Iraq, the Bavarian state interior ministry said.",World,43,germany expel jordanian allegedly link zarqawi group germany expel jordanian suspect link terrorist group run abu musab al zarqawi want launch attack iraq bavarian state interior ministry say
"Fitch Ratings reports concerns about Delta #39;s Dallas dehubbing. Delta Air Lines Inc. #39;s plans to eliminate its hub at Dallas-Fort Worth International Airport and redistribute its aircraft among its other hubs cities provides the other hubs some short-term benefits, but heightens some long-term credit concerns",Business,46,fitch rating report concern delta dallas dehubbe delta air lines inc plan eliminate hub dallas fort worth international airport redistribute aircraft hub city provide hub short term benefit heighten long term credit concern
"Microsoft Seizes PDA Market Lead From PalmSource. Microsoft led the market in the third quarter for operating systems used in personal digital assistants, surpassing for the first time the Palm OS that dominated the handheld-computer segment for years.",Sci_Tech,38,microsoft seize pda market lead palmsource microsoft lead market quarter operating system personal digital assistant surpass time palm os dominate handheld computer segment year
"Gateway aims to reduce hot air. The Irvine, Calif., PC maker on Thursday will revamp its E-Series line of desktop PCs for businesses with three new models, including a 6300 that sports a new motherboard design, dubbed Balanced Technology Extended (BTX), that helps machines run cooler",Sci_Tech,46,gateway aim reduce hot air irvine calif pc maker thursday revamp e series line desktop pc business new model include sport new motherboard design dub balanced technology extend btx help machine run cooler
"Judge rules Bush statements pose no threat of jury taint. FORT HOOD, Texas -- A military judge ruled yesterday that statements by President Bush and military leaders about alleged Abu Ghraib abuses do not appear specific enough to taint the jury pool for next month's trial of a reputed ringleader in the case.",World,53,judge rule bush statement pose threat jury taint fort hood texas military judge rule yesterday statement president bush military leader alleged abu ghraib abuse appear specific taint jury pool month trial reputed ringleader case
"French negotiator claims hostage releases close. PARIS, Sept 29 (AFP) - Paris on Wednesday remained tight-lipped about the fate of two French journalists abducted over a month ago in Iraq following the release of up to 10 hostages there, including two Italian female aid workers.",World,45,french negotiator claim hostage release close paris sept paris wednesday remain tight lipped fate french journalist abduct month ago iraq follow release hostage include italian female aid worker
Court Rules on Hamm Medal. New York - Paul Hamm says Thursday #39;s decision from sports #39; highest court confirms what he #39;s always felt in his heart. That he was champion in the men #39;s all around that night at the Athens Games and Olympic gold medalist.,Sports,48,court rule hamm medal new york paul hamm say thursday decision sport high court confirm feel heart champion man night athens game olympic gold medalist
"Sixers Have Answer. Allen Iverson scores 29 points and dishes out 12 assists as Philadelphia beats Orlando, 96-87, for its third straight home victory.",Sports,24,sixer answer allen iverson score point dish assist philadelphia beat orlando straight home victory
"Union Struggles To Contain Turkey Accession Debate. The European Commission #39;s carefully choreographed strategy to keep internal debate over Turkish accession silent until 6 October, when an initial decision must be made, is coming unraveled.",World,35,union struggle contain turkey accession debate european commission carefully choreographed strategy internal debate turkish accession silent october initial decision come unraveled
"Oracle advances in PeopleSoft takeover fight . REDWOOD CITY, Calif. -- Oracle Corp. moved closer to victory in its $8.8 billion hostile takeover bid for PeopleSoft Inc.",Business,27,oracle advance peoplesoft takeover fight redwood city calif oracle corp move close victory billion hostile takeover bid peoplesoft inc
"$136 billion business tax break package gets OK. Congress gave final approval Monday to a 10-year, $136 billion package of business tax breaks that represents the biggest change in the corporate tax code in two decades",Business,36,billion business tax break package get ok congress give final approval monday year billion package business tax break represent big change corporate tax code decade
"Phillies Eye Baylor, Manuel and Little (AP). AP - The Philadelphia Phillies are wasting no time trying to replace Larry Bowa, setting up interviews with former managers Don Baylor, Charlie Manuel and Grady Little for next week.",Sports,37,phillie eye baylor manuel little philadelphia phillie waste time try replace larry bowa set interview manager don baylor charlie manuel grady little week
Yakubu #39;s hat-trick settles thriller. Yakubu Ayegbeni claimed the first hat-trick of the Premiership season as Portsmouth got the better of a remarkable seven-goal battle at Fratton Park last night.,Sports,30,yakubu hat trick settle thriller yakubu ayegbeni claim hat trick premiership season portsmouth get well remarkable seven goal battle fratton park night
"Israel to expand deadly offensive. PRIME Minister Ariel Sharon said yesterday Israel would expand its deadliest Gaza offensive in four years, keeping troops in the area indefinitely.",World,27,israel expand deadly offensive prime minister ariel sharon say yesterday israel expand deadly gaza offensive year keep troop area indefinitely
Friedgen #39;s QB call: Gametime. Terrapin quarterbacks Joel Statham and Jordan Steffy will compete the remainder of the week to start Saturday at Clemson. Coach Ralph Friedgen said yesterday his choice will be a quot;game-time quot; decision.,Sports,37,friedgen qb gametime terrapin quarterback joel statham jordan steffy compete remainder week start saturday clemson coach ralph friedgen say yesterday choice game time decision
Lift for wine producers. Shares in prime takeover target Southcorp jumped after Constellation Brands offered $US970 million for Californian winemaker Robert Mondavi.,Business,22,lift wine producer share prime takeover southcorp jump constellation brand offer million californian winemaker robert mondavi
"United eliminating some US routes, expanding overseas to increase profits. United Airlines, increasingly squeezed by discount carriers in the US market, is cutting back its domestic flight schedule and expanding its international presence in the push to become profitable again.",Business,40,united eliminate route expand overseas increase profit united airlines increasingly squeeze discount carrier market cut domestic flight schedule expand international presence push profitable
T. Rowe Price Has Wind in Its Sails. Can the mutual fund firm do well in a bad environment for financial services?,Business,22,rowe price wind sail mutual fund firm bad environment financial service
"Asian Shares Edge Up as Oil Eases (Reuters). Reuters - Asian shares ticked higher on Tuesday as oil paused in its near-daily record climb, providing investors a chance to buy banks and some semiconductor shares such as NEC Electronics Corp.",Business,40,asian share edge oil ease asian share tick higher tuesday oil pause near daily record climb provide investor chance buy bank semiconductor share nec electronics corp
"Stock-crash calamity unlikely today. Seventy-five years after the 1929 collapse, experts say market tumbles will still occur but a mature US economy is more equipped to handle them.",Business,28,stock crash calamity unlikely today seventy year collapse expert market tumble occur mature economy equipped handle
"BERLUSCONI TRIAL:COSSIGA, HE MUST GIVE UP DEBARMENT AND RESIGN. (AGI) - Rome, Dec. 11 - quot;He should give up the benefit of debarment and resign from his post as Prime Minister, and eventually stand in the ensuing electoral campaign as the leader of Italy #39;s largest party",World,47,berlusconi trial cossiga debarment resign agi rome dec benefit debarment resign post prime minister eventually stand ensue electoral campaign leader italy large party
"Sun Rolls Out Solaris 10 (NewsFactor). NewsFactor - Sun Microsystems (Nasdaq: SUNW) today came out swinging with the launch of the latest Solaris operating system, announcing that the new and improved Unix-based software would be offered for free.",Sci_Tech,38,sun roll solaris newsfactor newsfactor sun microsystem nasdaq sunw today come swing launch late solaris operating system announce new improved unix base software offer free
"Chelmsford quarterback coaxes a victory. TEWKSBURY -- Many fathers don't trust their teenage sons with the keys to the family sedan. With the game on the line yesterday against Tewksbury, coach Bruce Rich trusted the offense of 20th-ranked Chelmsford to his son, and Eddie drove it to paydirt.",Sports,48,chelmsford quarterback coax victory tewksbury father don trust teenage son key family sedan game line yesterday tewksbury coach bruce rich trust offense th rank chelmsford son eddie drive paydirt
"Novartis: FDA OKs Expanded Zelnorm Use. Swiss drug maker Novartis Pharma AG said Monday that the Food and Drug Administration approved another use for the company #39;s Zelnorm irritable bowel drug, clearing Novartis to market the medicine as a treatment for chronic constipation in male and female",Sci_Tech,47,novartis fda oks expand zelnorm use swiss drug maker novartis pharma ag say monday food drug administration approve use company zelnorm irritable bowel drug clearing novartis market medicine treatment chronic constipation male female
